ID,Norm,46718,Expo,Random_float,random_discrete,categorical,32134_w,32134_y,32134_z
28,0.4262670561902784,0.4552085325841597,0.9617734868095372,0.34779603787249014,0.9795918367346939,1.0,0,1,1
29,0.4521721300071363,0.18887219118459897,0.9249264577075814,0.22627977267526367,0.04081632653061229,0.0,1,1,0
30,0.47388140677615564,0.37128110086695176,0.7353830135861352,0.64240371067952,0.12244897959183676,0.33333333333333337,1,1,1
31,0.3107323579637632,0.5955842769111352,0.9268142434531341,0.8178571285603187,0.8367346938775511,1.0,1,0,1
32,0.8157202626590825,0.5937934836563373,0.9020425805062382,0.3575231338121514,0.9591836734693877,0.0,0,1,1
33,0.33856023422254145,0.6202710285492568,0.9376807339808699,0.6730455347497468,0.4897959183673469,0.0,0,1,1
34,0.6328891194197934,0.5164850764814413,0.9256993210401361,0.13986459984257926,0.5918367346938775,0.0,1,0,1
35,0.44661247326427334,0.6204018476883398,0.9985012943565945,0.8785273012782066,0.40816326530612246,0.33333333333333337,1,1,1
36,0.7287663076240019,1.0,0.9599356839322821,0.5671785841204589,0.44897959183673475,0.33333333333333337,1,1,1
37,0.7099274851439957,0.9313492709347341,0.930867193966241,0.6039753202363667,0.2857142857142857,0.6666666666666667,0,1,1
38,0.4657370723462273,0.3915520055278914,0.8786879654298467,0.061755550416609184,0.4897959183673469,1.0,1,1,0
39,0.8685478219626839,0.43566911502274974,0.9279364714642819,0.8479701960051691,0.326530612244898,0.33333333333333337,1,1,1
40,0.4148464073436172,0.26799694952999087,0.9504291589167272,0.991494683688512,0.8571428571428572,1.0,1,1,1
41,0.3727872180538315,0.3335386323128068,0.9408648270509679,0.7628795640838498,0.8163265306122449,0.33333333333333337,1,1,1
42,0.5410384269273787,0.5985371817083707,1.0,0.17972694769562347,0.04081632653061229,0.6666666666666667,1,0,1
43,0.5466392128763545,0.35264168849724864,0.6874545557242568,0.7916904378990377,0.1428571428571429,0.6666666666666667,1,0,1
44,0.6982886239734483,0.510973969775018,1.0,0.7600821032871108,0.0,1.0,1,1,0
45,0.4638197432865748,0.8109128639950718,0.9987181251879903,1.0,0.7346938775510203,0.0,1,1,0
46,0.5146263539720268,0.4554606252714607,0.997974781716149,0.2847406548766108,0.20408163265306123,0.0,1,1,1
47,0.711950053852234,0.5884424696213318,0.5630783663658829,1.0,0.7142857142857143,0.6666666666666667,1,1,0
48,0.6295446006167831,0.48239550069770976,0.9700360071783144,0.6696027649679919,0.6734693877551021,0.33333333333333337,1,0,1
49,0.5934520413297113,0.20198751741188958,0.8019861880814717,0.7183927410270247,0.653061224489796,0.0,1,1,0
50,0.6297501762495581,0.4442602976075053,0.993081313856779,0.4452816817822045,0.36734693877551017,0.6666666666666667,1,0,1
51,0.7805774437210485,0.6551946990378575,0.6926838571343819,0.26973586694330254,0.24489795918367352,0.33333333333333337,1,1,0
52,0.4599995933754454,0.3186582697303809,0.7490713274959419,0.46760175783154356,0.5510204081632653,0.33333333333333337,0,1,1
53,0.606539114131285,0.420866931252067,0.8978299446096611,0.06879501122915122,0.08163265306122447,0.0,1,0,1
54,0.5662906110243098,0.6752038188885906,0.9992583796314202,0.048344665464579495,0.5510204081632653,0.6666666666666667,1,1,1
55,0.6585851639026117,0.7552009051564235,0.9642434644170138,0.639295796348216,0.30612244897959184,0.33333333333333337,1,0,1
56,0.49478683664553025,0.6484024463346457,0.9371009672901442,0.22239374122996314,0.22448979591836737,0.33333333333333337,1,1,0
57,0.5377872477903307,0.340414174185768,0.925711224864441,1.0,0.7142857142857143,1.0,0,1,1
58,1.0,0.5336505332721664,0.9575564831391633,0.10691923690291671,0.5306122448979591,1.0,1,1,0
59,0.4939585867097299,0.46865367290675064,0.9962955574379215,0.5526747429592772,0.44897959183673475,0.0,1,0,1
60,0.600191702861087,0.7097393012863947,0.892332261755988,0.4700089721468955,0.6938775510204082,1.0,0,1,1
61,0.6836865613709837,1.0,0.9104078084264298,0.5848971684911126,0.6938775510204082,0.6666666666666667,1,1,1
62,0.4340458619943368,0.8246472035599834,0.960061569897838,0.14957720480497438,0.20408163265306123,0.0,1,1,0
63,0.61261282631345,0.5937278954928202,0.9956642037434792,0.771276298395428,0.22448979591836737,0.0,1,0,1
64,1.0,1.0,0.36811440848247645,0.7612530182853733,0.8979591836734694,1.0,0,1,1
65,0.595416645632468,0.6730759364657783,0.9206913142698792,0.6281376338823943,0.9795918367346939,0.33333333333333337,1,1,0
66,0.6311192093574449,0.3781430261522555,0.8295119952517795,0.7706347244139954,0.7551020408163265,0.6666666666666667,0,1,1
67,0.5927063185922682,0.6300377398277961,0.9274372732964143,0.439424923884133,0.12244897959183676,0.6666666666666667,1,1,0
68,0.26920324075057156,0.6906417464613792,0.9950085033663055,0.8666456651708792,0.061224489795918324,0.6666666666666667,1,1,1
69,0.7315890759823167,1.0,0.9554829425678626,0.6806430410162587,0.8367346938775511,0.0,1,1,0
70,0.6953140956432879,0.4562930291707351,0.9536251751969187,0.08640532553092894,0.326530612244898,0.6666666666666667,0,1,1
71,0.3534522640230344,0.3942915457754246,0.779645898141231,0.5914568114290882,0.6734693877551021,0.33333333333333337,0,1,1
72,1.0,0.3095229919105238,0.8717344380123531,0.25188900586494734,0.4693877551020408,0.33333333333333337,1,1,0
73,0.6387395712912954,0.9272367409094695,0.9613336766254781,0.8877082887766113,0.4285714285714286,1.0,1,1,1
74,0.40778447801262196,0.37463571760940995,0.5844634431818911,0.7533846221608973,0.26530612244897955,0.6666666666666667,1,1,1
75,0.7894836779866451,0.6116687516381407,0.9533698722734628,0.19267953065278576,0.1428571428571429,0.0,1,1,1
76,0.4409642068999059,0.5892948480987479,0.23261762250363738,0.237105424401844,0.5714285714285714,1.0,1,0,1
77,0.5615872496461125,0.40814783040402103,0.32657726149406685,0.6145644517997464,0.5306122448979591,0.33333333333333337,1,1,1
78,0.49641455277339885,1.0,0.97465117392282,0.04538552599192747,0.8775510204081632,0.6666666666666667,0,1,1
79,0.4993329923375397,0.38147284849819074,0.954930791988913,0.08921163264808107,0.326530612244898,0.33333333333333337,1,1,1
80,0.6663147351318535,1.0,0.9197388122874524,1.0,0.04081632653061229,1.0,0,1,1
81,0.405247145714864,0.4538682308974069,0.8682267455520053,0.5727367528980694,0.7755102040816326,0.33333333333333337,1,0,1
82,0.6542118403444446,0.5656814774402692,0.9094129438134961,0.8035582270319588,0.5510204081632653,0.6666666666666667,0,1,1
83,0.5051138361302807,0.6632777617409515,0.5779009166805751,1.0,0.7142857142857143,0.6666666666666667,0,1,1
84,0.3762448185784739,0.6081522299308694,0.8444438103959593,0.3154543125011271,0.34693877551020413,1.0,0,1,1
85,0.35429535856377303,0.4998944872305179,0.9714904539164423,0.875708922436752,0.7551020408163265,0.6666666666666667,1,1,1
86,0.6102107818088922,0.17043730979363514,0.9869048109590727,0.2135765534827404,0.5510204081632653,0.33333333333333337,1,1,0
87,0.4966737065063195,0.23247719047595106,0.8591317982876954,0.983267731856253,0.24489795918367352,0.33333333333333337,0,1,1
88,0.624570790302521,0.5933744132237644,0.9794597896803786,0.5178325797536835,0.36734693877551017,0.0,1,1,1
89,0.17940291880424686,0.4722002910645853,0.8126724107861478,0.6697951247888043,0.04081632653061229,0.0,1,1,1
90,0.44738972379955133,0.5312936047071539,0.9552307862313214,0.2598327528541945,0.0,0.0,1,1,1
91,0.5556104970307942,0.46031152562661193,0.9524107973514101,0.6880807895652323,0.30612244897959184,0.33333333333333337,1,1,0
92,0.520083987484828,0.43846512122829506,0.9990382308559953,0.1731859158039427,1.0,0.33333333333333337,1,1,0
93,0.5053849220604427,0.39285167110603125,0.8541286263234762,1.0,0.061224489795918324,1.0,1,1,0
94,0.5007769486693401,0.9750981652353758,0.9857937413228357,0.20615399448049188,0.10204081632653061,0.0,1,1,0
95,0.6059930505648632,0.4201951157182853,0.8208313062946129,0.010384111821721609,0.9183673469387755,0.33333333333333337,1,0,1
96,0.6299872908664229,0.55017701541521,0.9183586601150227,0.32107839288389695,0.7551020408163265,0.0,1,1,0
97,0.5922887711606089,0.6021441339882386,0.8145947827773375,0.01478167999369906,0.9183673469387755,0.33333333333333337,1,1,0
98,0.7458724661113347,0.34755418499520363,0.8941508155131815,0.9724738375799469,0.36734693877551017,1.0,1,1,0
99,0.45700607161779916,0.23334020167221237,0.9899338939324177,0.6626596373251719,0.04081632653061229,0.0,0,1,1
100,0.6933241510897832,0.36542811011411147,1.0,0.893326474053538,0.5306122448979591,0.0,0,1,1
101,0.7334746748584795,0.570492418701841,0.9915900845818207,0.7386198682770411,0.653061224489796,0.0,1,1,0
102,0.5709111960609355,0.6651580458826029,0.9214568007758347,0.16108518883245349,0.5918367346938775,0.33333333333333337,1,0,1
103,0.5889101959688958,0.9929469763664948,0.9774431265805852,0.9689811436117078,0.8163265306122449,0.33333333333333337,0,1,1
104,0.5298676412456456,0.4514386505014012,0.8313196488311055,0.4803162087701931,0.5306122448979591,1.0,1,1,1
105,0.6570209008359379,0.38410586821841675,0.7065615306170867,1.0,0.20408163265306123,0.6666666666666667,0,1,1
106,0.6297098091106188,0.49973135677682357,0.9025286432777675,0.4392803754276222,0.061224489795918324,0.6666666666666667,1,1,1
107,0.46107249250526694,1.0,0.9096437206711737,0.5252761595832349,0.5918367346938775,0.0,0,1,1
108,0.4705412492443606,0.7066249385275104,0.8254955449577914,0.20944982262409317,0.5102040816326531,0.6666666666666667,1,1,0
109,0.47702331703813383,0.5115125434479961,0.999736485801346,0.8675942453134083,0.5510204081632653,0.0,0,1,1
110,0.5633983439047667,1.0,0.6978035697666116,0.6902681058856819,0.5714285714285714,1.0,1,1,0
111,1.0,0.5011315342314271,0.9737133997183742,0.38461538694824027,0.04081632653061229,0.6666666666666667,1,1,0
112,1.0,0.2840975157937542,0.49863150243546994,0.30926590672093823,0.326530612244898,0.6666666666666667,0,1,1
113,0.6706772186031486,0.5002371954780562,0.8389388559027933,0.5965422400539011,0.8979591836734694,0.0,1,1,1
114,0.33950275060059776,0.5324941278105542,0.8200982319947941,0.12454160494601074,0.44897959183673475,1.0,1,1,1
115,0.361651428414435,0.6415003576025362,0.8710413800354975,0.5851785490600627,0.3877551020408163,0.6666666666666667,0,1,1
116,0.445194488040926,0.25681665607674076,1.0,0.5979168026059392,0.30612244897959184,0.6666666666666667,1,1,0
117,0.6348900691128876,0.725475732578533,0.8976789129812863,0.9650907365003698,0.22448979591836737,0.6666666666666667,1,1,1
118,0.4848562678082633,0.57634227316114,0.9945986404799956,0.44930670816497265,0.16326530612244894,1.0,1,0,1
119,0.4165678431062084,0.19477242771618775,0.8818985163207225,0.2915071700915126,0.5510204081632653,1.0,1,1,0
120,0.7588553967087212,0.40291706465699306,1.0,0.886730706020739,0.8979591836734694,0.6666666666666667,0,1,1
121,0.30522603483220334,0.48585947302127475,0.731696249679016,0.6954208464811711,0.6938775510204082,0.0,1,1,0
122,0.8391099008897475,0.47874942066946613,0.9150267836198603,0.2188112601992458,0.9795918367346939,0.0,1,0,1
123,0.45913118869911973,0.6431449595074494,0.9906299851450596,0.6348343374544889,0.5306122448979591,0.6666666666666667,1,0,1
124,0.3427310692832948,0.4940702650744797,0.9560787597164988,0.7593565092558172,0.6734693877551021,1.0,1,1,1
125,0.5862579303294893,0.5418465702284845,0.8712432669885988,0.32804755945908437,0.10204081632653061,0.6666666666666667,1,0,1
126,0.5920728229716006,0.4519289819706115,0.9672336042532785,0.8042742129095742,1.0,1.0,1,1,0
127,0.46487519914842623,0.7382197381462013,0.9604785468471512,0.10422647165258925,0.8979591836734694,0.6666666666666667,1,1,1
128,0.28075898894372553,0.4148707597266782,0.7923544574665038,0.8955850644907946,0.04081632653061229,1.0,1,1,1
129,0.61237829908352,0.30979128871696904,0.8940363096190939,0.2936417238232447,0.10204081632653061,0.33333333333333337,1,1,1
130,0.6900980779428139,0.5170459157537829,0.9143213324140149,0.5009845022216084,0.0,0.0,1,1,1
131,0.6345657289234237,0.37254428329567857,0.95392019407279,0.1299922879842046,0.4285714285714286,0.33333333333333337,0,1,1
132,0.8100558141873396,0.4297307920366521,0.8413601459767562,0.8749543724481628,0.7755102040816326,0.0,1,1,1
133,0.4291009614035821,0.5856382204349656,0.9592620289934417,0.32234390555283143,0.22448979591836737,1.0,1,1,1
134,0.6486062594813042,0.6621896366549234,0.8385665302742158,0.4283588855405286,0.061224489795918324,0.33333333333333337,1,0,1
135,0.6010708727648952,0.6383918440236233,0.9915507584261134,0.520475179695655,0.9591836734693877,0.0,1,1,0
136,0.42725653096105354,0.43269474218953163,0.7582394624812914,0.5091393783870937,0.04081632653061229,0.0,1,1,0
137,0.6272793950182569,0.49196756172924105,0.916509665705166,0.27818910013485376,1.0,1.0,1,0,1
138,0.4506602252998625,0.2658996080359024,0.9304524093858052,0.06206826435284574,0.4693877551020408,1.0,1,1,0
139,0.7300757568932954,0.348129284224435,0.8859948075919483,0.90995548221779,0.04081632653061229,0.6666666666666667,1,1,1
140,0.4196229966834636,0.34848337628689774,1.0,0.9818229231246349,0.5306122448979591,0.6666666666666667,0,1,1
141,0.5155219222267229,0.43775731137907115,0.9832031998539735,0.1943230677348099,0.12244897959183676,0.0,1,1,1
142,0.582451224762544,0.6458316406893536,0.8293981003653697,0.8930098292703686,0.6326530612244898,1.0,1,1,1
143,0.5483288396579886,0.4271847099575077,0.9612503412588077,0.013032317523813397,0.8571428571428572,0.0,0,1,1
144,1.0,0.4715897132025054,0.7153187628108512,0.38098721261443247,0.04081632653061229,0.6666666666666667,1,0,1
145,1.0,0.6757505574501577,0.794108047892947,0.34941704225603254,0.061224489795918324,1.0,1,1,1
146,0.5907054844849338,0.2769621795431363,0.9488739097183356,0.802137767022501,0.9795918367346939,0.6666666666666667,1,1,1
147,0.7644891262267697,0.29524474567625125,0.800651175741431,1.0,0.40816326530612246,0.0,1,0,1
148,0.6730145739293407,0.6767300251443356,0.946983556797576,0.3409191308158861,0.40816326530612246,0.0,1,1,1
149,0.5887737870167818,0.5907420549302071,0.9874651371186821,0.09012932279780028,0.020408163265306145,0.0,1,1,1
150,0.6630979048283789,0.5758244624048316,1.0,1.0,0.22448979591836737,1.0,1,1,0
151,0.9437017003531338,0.3788694618709243,0.8723033224205881,0.8029999440995423,0.10204081632653061,0.6666666666666667,1,0,1
152,0.4013286032422728,0.39841996927044554,0.9265972657897177,0.8670167604796061,0.36734693877551017,0.6666666666666667,1,1,1
153,0.5907707977356804,0.474891982310529,0.9389346561569891,0.9448633077165793,1.0,0.0,1,1,1
154,0.9222207656894615,0.435927273321875,0.9528038327253281,0.1316275269083057,0.24489795918367352,0.0,0,1,1
155,0.23674709815486494,0.7010960034387007,0.5174606277225261,0.7061564567817475,0.7551020408163265,0.0,0,1,1
156,0.37567456200579363,0.4176711788431168,0.9828241744147337,0.9995427371112754,0.7959183673469388,0.0,0,1,1
157,0.6229372600501359,0.49956525210505176,0.9545665269442365,0.7771702402493845,0.8163265306122449,0.33333333333333337,1,1,1
158,0.6996663375846869,0.5977467472518744,0.919867538531449,0.6603547475123495,0.04081632653061229,0.33333333333333337,1,1,1
159,0.50599348116575,0.7426799840726153,0.9216198258235406,0.008735864039100205,0.4897959183673469,0.33333333333333337,0,1,1
160,0.5372227772457507,0.477854633511687,0.92314910075317,0.47695200682193895,0.6122448979591837,0.0,1,1,0
161,0.4843982698942043,0.42181496873525925,0.9769394877525056,0.7963059121294417,0.6734693877551021,0.0,1,1,0
162,0.6992190034720209,0.7715448566956757,0.9813900551912635,0.6659867638229546,0.6734693877551021,0.6666666666666667,1,1,0
163,0.39800386120881603,0.47929385401296265,0.9647390593062829,0.6705048663004012,0.9387755102040817,1.0,1,1,0
164,0.6422907398489575,0.46167463064026293,0.7024726964151278,0.9815994560235212,0.9183673469387755,0.6666666666666667,1,0,1
165,0.46283771236773674,0.57655116780376,0.9858233468200152,0.8659515737108824,0.5510204081632653,0.33333333333333337,0,1,1
166,0.69258319337811,0.41792982478377094,0.8288046615225777,0.30501380630606356,0.08163265306122447,0.6666666666666667,1,1,1
167,0.1569605199483648,0.5049615597091242,0.8287430901527815,0.8809082882822384,0.8163265306122449,0.0,0,1,1
168,0.4605432815031185,0.43434563690940586,0.7993648987066094,0.7702426337893116,0.08163265306122447,0.33333333333333337,1,1,1
169,0.12025480561369695,0.391708471654297,0.7366958497737598,0.6500415342006547,0.44897959183673475,0.33333333333333337,1,1,1
170,0.4400084199528982,0.3916133782165524,1.0,0.24237209506565882,0.34693877551020413,0.0,1,0,1
171,0.6559728451305509,0.3097588843261362,0.9695514651150431,0.4179954821395865,0.1428571428571429,1.0,0,1,1
172,1.0,0.42497947402296266,0.9244844485694184,0.311220508963318,0.04081632653061229,0.33333333333333337,1,1,1
173,0.42866253576862634,0.563443134091439,0.9630499146378466,0.43340952217855944,0.0,0.33333333333333337,1,1,1
174,0.5106370490379515,0.5924394076976119,0.8398282470386477,1.0,0.04081632653061229,0.0,1,1,0
175,0.47066947350853916,0.663001886538904,0.8779772754290882,0.998510916993931,0.4285714285714286,0.33333333333333337,1,1,0
176,0.4502502803366797,0.4567601215576851,1.0,0.0689230708605495,0.4693877551020408,0.0,0,1,1
177,0.7231715231061411,0.2580508506466018,0.9898936253390922,0.8902544453859307,0.653061224489796,0.6666666666666667,1,0,1
178,0.7342377944610665,0.5433047562314464,0.7016806172671646,0.5944381084836732,0.20408163265306123,0.0,1,1,1
179,0.6921599510174188,0.40608162818003846,0.958300901728205,0.22904671059958193,0.8163265306122449,0.0,1,1,0
180,0.5488498493318799,0.610183664287818,0.9186380327010787,0.5654086491919723,0.04081632653061229,0.0,0,1,1
181,0.6033768735923342,0.44935177320731834,0.9304301001313388,0.0529523456191302,0.9183673469387755,0.33333333333333337,1,1,0
182,0.7203558103379899,1.0,0.8273548316809933,0.5329970079909432,0.8163265306122449,1.0,0,1,1
183,0.44813783538565977,0.3658959871822043,0.9343105262873082,0.12497417549782142,0.0,1.0,1,1,0
184,0.5246731839043619,0.7491849843791777,0.6522219995412329,0.189191290266027,0.5918367346938775,0.0,1,0,1
185,0.5424152879163124,0.3855189717976325,0.7183740233292566,0.018752236583961857,0.5306122448979591,0.33333333333333337,1,1,1
186,0.6087902063113673,0.37778700321598413,0.7512275582623513,0.07328061522029483,0.24489795918367352,0.6666666666666667,1,1,0
187,0.6274842759169719,0.45297193951330295,0.9913999936291742,0.10175147801384654,0.9591836734693877,0.0,1,1,1
188,0.6994850030533672,0.3690759719064882,0.7671013534184661,0.2685458303982029,0.20408163265306123,0.6666666666666667,1,1,1
189,0.4235066158978128,0.6239766127844291,0.816070388275463,0.6337538450708409,0.3877551020408163,0.6666666666666667,1,0,1
190,0.6780546622338204,0.4716899074492231,0.9871190743078908,0.8950571720451055,0.18367346938775508,0.33333333333333337,1,1,1
191,1.0,0.293905805909369,0.9865908625783718,0.311576027541825,0.26530612244897955,0.33333333333333337,1,1,0
192,0.3102791691095792,0.30922752607978254,0.987436018596448,0.021088307625023228,0.9795918367346939,1.0,1,1,1
193,0.620337056498067,0.3893653184668814,0.9989728087832709,0.2735539864594475,0.9795918367346939,1.0,1,1,1
194,0.41931473542013253,0.6323814370806442,1.0,0.0710954257493207,0.22448979591836737,0.0,0,1,1
195,1.0,0.6591224015840382,0.5611247101051681,0.19572545824112675,0.020408163265306145,0.0,1,0,1
196,0.5202541714827209,0.46298156168441307,0.9304142927392098,0.8379738486452699,0.16326530612244894,1.0,1,0,1
197,0.5017712236152474,0.45173443201358354,0.9061065777049502,0.7517426539338308,0.12244897959183676,0.6666666666666667,1,1,1
198,0.5834349957832362,0.49947803312048933,0.5835974716476052,0.658927874524432,0.326530612244898,0.0,1,1,1
199,0.5632726650727671,0.619099944161873,0.9646716546121461,0.8328195857828484,0.16326530612244894,0.6666666666666667,0,1,1
200,0.6538971967186912,0.40822934334128613,1.0,0.4187463516824347,0.6122448979591837,0.33333333333333337,1,1,1
201,0.5622339161013958,0.4637250793936688,0.904611858985343,0.02429715264098442,0.34693877551020413,0.6666666666666667,0,1,1
202,0.6596671745998386,0.43321578614071377,0.8982855853165901,0.23864205945581107,0.9387755102040817,0.0,1,0,1
203,0.4123256966075822,0.3816574940963787,0.949445423237188,0.5772721678682929,0.10204081632653061,0.33333333333333337,1,0,1
204,0.8329079938079313,0.5289037269739185,0.9004856497196703,0.9968458458290275,0.12244897959183676,0.0,1,1,1
205,0.493887911383146,0.565432997528857,0.9911540390509975,0.6875646553181206,0.7959183673469388,0.6666666666666667,1,1,1
206,0.5163487854660067,0.2943487956537296,0.8251459353180948,0.47372900183983824,0.16326530612244894,0.0,1,0,1
207,0.5304302276116207,0.6110460810039151,0.9597762529903187,0.6765716774225237,0.061224489795918324,0.33333333333333337,1,1,0
208,0.4093959571226302,0.5621072552387196,0.735630673628405,0.8901395639252493,0.9183673469387755,0.6666666666666667,0,1,1
209,0.6131643708234005,0.2728358517233799,0.944807589340492,0.5578619742744562,0.5102040816326531,0.6666666666666667,1,0,1
210,0.5289659871520311,1.0,0.9816883244048442,0.7476869241763726,0.020408163265306145,1.0,1,0,1
211,0.8355579730149322,0.4991801508292847,0.8561888985608459,0.09062460043190967,0.26530612244897955,1.0,1,0,1
212,0.6332506362498662,0.5523929408864551,0.9785749795131834,0.899435276729368,0.326530612244898,0.0,1,1,0
213,0.43563422901327986,0.7852558926142726,0.8306599640573492,0.9521240015532924,0.8367346938775511,1.0,1,1,0
214,0.7768849738982798,0.5033729540864339,0.5830576803333667,0.9960348211777371,0.8979591836734694,1.0,1,1,0
215,0.543843418473352,0.6540546971720187,0.8172199792353969,0.6727465634344609,0.653061224489796,1.0,1,1,1
216,0.6740160856077004,1.0,0.9976033015478111,0.3398808848024756,0.7346938775510203,1.0,0,1,1
217,0.5859350886871686,0.2946760028715141,0.8894139064978313,0.269738383227797,0.6326530612244898,0.33333333333333337,1,1,1
218,0.6647125549821082,0.8584392621272958,0.8563762859440949,0.5473479217876225,0.7346938775510203,0.33333333333333337,1,1,0
219,0.7625865835370085,0.5515348709803543,0.7889410033827386,0.31589955403264625,0.20408163265306123,1.0,0,1,1
220,0.508665761061901,0.4056205753179887,0.9933732835329611,0.6408496492047869,0.6734693877551021,0.0,1,1,1
221,0.5763904751271729,0.8532046594591836,0.9211296817189686,0.33244925653554425,0.30612244897959184,0.33333333333333337,1,1,1
222,1.0,0.2555114552051526,0.9075188799410163,0.9606947686284966,0.4285714285714286,1.0,1,1,1
223,0.4451645876474679,0.41792068274221417,0.9779140366018794,0.6099597978787188,0.16326530612244894,0.33333333333333337,1,1,0
224,0.3781829248675296,0.29848428421192497,0.9532076800732889,0.2092027025347668,0.6734693877551021,0.0,1,0,1
225,0.547925654186066,0.5782015116593389,0.9300822024728077,0.1970262843516578,0.1428571428571429,0.33333333333333337,0,1,1
226,0.37144119391228214,0.5577168824004592,0.7834393530714595,0.28402690309540635,0.8571428571428572,0.33333333333333337,1,1,0
227,0.7203875180403907,0.5097629781524707,0.6793054836019676,0.7967820237326458,1.0,0.0,0,1,1
228,0.42735934660355246,0.11932713101041525,0.8804524079117547,0.7537446045822846,0.10204081632653061,0.33333333333333337,1,1,0
229,1.0,0.2585953467013722,0.9395020888486483,0.003624883955291147,0.2857142857142857,0.0,1,1,1
230,0.5324394733240942,0.4599581210608501,0.9648587041984578,0.8978091183036208,0.8775510204081632,0.6666666666666667,1,1,1
231,0.49953491037899767,0.4392311652949412,0.512886681884887,0.8203968599741018,0.08163265306122447,1.0,1,0,1
232,0.718049860789217,0.3746151405106528,1.0,0.8711168840783123,0.9183673469387755,0.0,1,0,1
233,0.7547430813108614,0.07630450548540724,0.6866778697364544,0.6731619687774331,0.5306122448979591,0.33333333333333337,0,1,1
234,0.3028447210622033,0.4174404793556671,1.0,0.790835009062349,0.44897959183673475,0.33333333333333337,1,0,1
235,0.5949114423502271,0.4746283939295196,0.9526110231538092,0.5028483153129715,0.1428571428571429,0.0,1,0,1
236,0.5971302571390014,0.5399331577898556,0.7946720217272778,0.5245513320928068,0.6734693877551021,0.6666666666666667,0,1,1
237,0.7400604816186358,0.4425403242325606,0.936697997235896,0.09836411127891243,0.26530612244897955,1.0,1,1,0
238,0.7990582170446018,0.5821198803069897,0.9524324166801327,0.9665604725013467,0.6122448979591837,0.33333333333333337,1,0,1
239,0.5824107777533614,0.39818780155103173,0.8349185053051362,0.6809501898991024,0.9591836734693877,0.6666666666666667,1,1,0
240,0.6217876612859381,0.7257135466706557,0.9903001923674123,0.40371502243115387,0.26530612244897955,1.0,1,1,1
